Gene_Name,F-Statistic,p-value (ANOVA),Chi-Square Statistic,p-value (Chi-Squared Test),Correlation Coefficient,p-value (Pearson Correlation)
BCKDHA,5.911340311083291,1.0736267272013396e-06,0.6004926008718448,0.9997333668122006,-0.0407115504172834,0.5842489958942748
MGEA5.1,5.907523090914717,1.0850315709012926e-06,0.41356092215107915,0.9999353997197568,-0.34239127583520107,2.092974443814806e-06
MGEA5.3,5.907523090914717,1.0850315709012926e-06,0.41356092215107915,0.9999353997197568,-0.34239127583520107,2.092974443814806e-06
FXN,5.90401482081116,1.0956207147173362e-06,0.9402832158518137,0.9985982379264061,0.04385502930155609,0.5555403745888321
ZYX,5.8961830005024325,1.119636092717533e-06,1.3770831067211307,0.9945657363217919,0.2597261941097676,0.00038440574578080765
LAPTM5.3,5.894546537000539,1.1247205678313863e-06,0.8230538310607219,0.9991381997502515,0.3098890449024314,1.964032688125951e-05
LAPTM5.1,5.894546537000539,1.1247205678313863e-06,0.8230538310607219,0.9991381997502515,0.3098890449024314,1.964032688125951e-05
PREP,5.893556276886816,1.1278085596530116e-06,0.39786709490657424,0.9999443152784282,0.15391834348764055,0.03749670344924255
FLNA,5.889709255281142,1.1398860469413025e-06,1.2930761380505342,0.9956343765544121,0.28877929947563485,7.352996118633837e-05
DGKG,5.882761196630106,1.1620294265699397e-06,3.621101024633122,0.889590502593882,-0.03440571154984976,0.643809154593235
VPS72,5.882528363224276,1.162778904357234e-06,0.3528033685123401,0.9999649495611951,-0.31875961317797,1.093421979030561e-05
ATP1B1,5.877547973066635,1.1789273637077863e-06,4.457892501876719,0.813630900807993,-0.22187328070748927,0.002539500994045713
ATP1B1.2,5.877547973066635,1.1789273637077863e-06,4.457892501876719,0.813630900807993,-0.22187328070748927,0.002539500994045713
KCNQ1,5.872420174364395,1.1957893359076812e-06,7.681128148633774,0.46522171597325324,0.2868066900590009,8.27537059412962e-05
MTMR2.2,5.868778490868522,1.2079114507198477e-06,0.8211060807577004,0.9991456727025021,-0.15652197800275128,0.03434983771799286
MTMR2,5.868778490868522,1.2079114507198477e-06,0.8211060807577004,0.9991456727025021,-0.15652197800275128,0.03434983771799286
KTN1.3,5.858247566837624,1.2436653562935144e-06,0.34162625441255196,0.9999690473537864,-0.18180636983298282,0.013772548960595607
KTN1.1,5.858247566837624,1.2436653562935144e-06,0.34162625441255196,0.9999690473537864,-0.18180636983298282,0.013772548960595607
MIER3.2,5.857373309602651,1.2466809682226422e-06,2.0161716847371167,0.9805120598583199,-0.24900837478211846,0.0006759740079331607
MIER3.8,5.857373309602651,1.2466809682226422e-06,2.0161716847371167,0.9805120598583199,-0.24900837478211846,0.0006759740079331607
MIER3.5,5.857373309602651,1.2466809682226422e-06,2.0161716847371167,0.9805120598583199,-0.24900837478211846,0.0006759740079331607
CYP1B1.6,5.856882497320864,1.2483771672684688e-06,12.034790960067642,0.14965833338992474,0.34530425268394876,1.6907492907524546e-06
CYP1B1.10,5.856882497320864,1.2483771672684688e-06,12.034790960067642,0.14965833338992474,0.34530425268394876,1.6907492907524546e-06
CYP1B1.14,5.856882497320864,1.2483771672684688e-06,12.034790960067642,0.14965833338992474,0.34530425268394876,1.6907492907524546e-06
CYP1B1.2,5.856882497320864,1.2483771672684688e-06,12.034790960067642,0.14965833338992474,0.34530425268394876,1.6907492907524546e-06
CCL5,5.856664718015822,1.2491305338523008e-06,5.843776305521181,0.6647261995605247,0.25333191672560096,0.0005398822712850351
CCL5.6,5.856664718015822,1.2491305338523008e-06,5.843776305521181,0.6647261995605247,0.25333191672560096,0.0005398822712850351
